,th,recall_sc
0,2.0,0.743801652892562
1,2.1012658227848102,0.7768595041322314
2,2.2025316455696204,0.7851239669421488
3,2.3037974683544302,0.7851239669421488
4,2.4050632911392404,0.7933884297520661
5,2.5063291139240507,0.8181818181818182
6,2.607594936708861,0.8181818181818182
7,2.708860759493671,0.8347107438016529
8,2.810126582278481,0.859504132231405
9,2.911392405063291,0.8760330578512396
10,3.0126582278481013,0.8760330578512396
11,3.113924050632911,0.8760330578512396
12,3.2151898734177218,0.8760330578512396
13,3.3164556962025316,0.8842975206611571
14,3.4177215189873418,0.8925619834710744
15,3.518987341772152,0.8925619834710744
16,3.620253164556962,0.9008264462809917
17,3.7215189873417724,0.9173553719008265
18,3.8227848101265822,0.9173553719008265
19,3.9240506329113924,0.9173553719008265
20,4.025316455696203,0.9173553719008265
21,4.1265822784810124,0.9173553719008265
22,4.227848101265822,0.9173553719008265
23,4.329113924050633,0.9173553719008265
24,4.4303797468354436,0.9173553719008265
25,4.531645569620253,0.9173553719008265
26,4.632911392405063,0.9173553719008265
27,4.734177215189874,0.9173553719008265
28,4.8354430379746836,0.9173553719008265
29,4.936708860759493,0.9173553719008265
30,5.037974683544304,0.9173553719008265
31,5.139240506329114,0.9256198347107438
32,5.240506329113924,0.9256198347107438
33,5.341772151898734,0.9256198347107438
34,5.443037974683545,0.9256198347107438
35,5.544303797468354,0.9256198347107438
36,5.6455696202531644,0.9256198347107438
37,5.746835443037975,0.9256198347107438
38,5.848101265822785,0.9256198347107438
39,5.949367088607595,0.9256198347107438
40,6.050632911392405,0.9256198347107438
41,6.151898734177215,0.9256198347107438
42,6.253164556962025,0.9338842975206612
43,6.3544303797468356,0.9338842975206612
44,6.455696202531645,0.9338842975206612
45,6.556962025316456,0.9338842975206612
46,6.658227848101266,0.9421487603305785
47,6.7594936708860756,0.9421487603305785
48,6.860759493670886,0.9421487603305785
49,6.962025316455696,0.9421487603305785
50,7.063291139240507,0.9421487603305785
51,7.1645569620253164,0.9504132231404959
52,7.265822784810126,0.9504132231404959
53,7.367088607594937,0.9504132231404959
54,7.468354430379747,0.9504132231404959
55,7.5696202531645564,0.9504132231404959
56,7.670886075949367,0.9586776859504132
57,7.772151898734177,0.9586776859504132
58,7.8734177215189876,0.9586776859504132
59,7.974683544303797,0.9586776859504132
60,8.075949367088608,0.9586776859504132
61,8.177215189873419,0.9586776859504132
62,8.278481012658228,0.9586776859504132
63,8.379746835443038,0.9586776859504132
64,8.481012658227847,0.9586776859504132
65,8.582278481012658,0.9586776859504132
66,8.683544303797468,0.9586776859504132
67,8.784810126582279,0.9586776859504132
68,8.88607594936709,0.9669421487603306
69,8.987341772151899,0.9669421487603306
70,9.088607594936708,0.9669421487603306
71,9.189873417721518,0.9669421487603306
72,9.291139240506329,0.9669421487603306
73,9.39240506329114,0.9669421487603306
74,9.49367088607595,0.9669421487603306
75,9.594936708860759,0.9752066115702479
76,9.69620253164557,0.9752066115702479
77,9.797468354430379,0.9752066115702479
78,9.89873417721519,0.9752066115702479
79,10.0,0.9752066115702479
