,x,y,z,class,outlier_count,isoutlier
74,1.7005749940872192,2.432370185852051,0.0,1,1,False
75,1.6269134283065796,2.0801379680633545,0.0,1,1,False
76,1.112260103225708,1.578221321105957,0.0,2,1,False
77,1.7889543771743774,2.4417295455932617,0.0,1,1,False
78,1.2417597770690918,2.3365325927734375,0.0,2,1,False
79,1.1602263450622559,0.30649521946907043,0.0,0,1,False
80,1.611840009689331,2.1991074085235596,0.0,1,1,False
81,1.7760347127914429,2.3615167140960693,0.0,1,1,False
82,0.6381269097328186,1.4866658449172974,0.0,2,1,False
83,1.241398572921753,0.20152589678764343,0.0,0,1,False
84,1.4306350946426392,2.0625858306884766,0.0,2,1,False
85,0.9043430685997009,0.619417667388916,0.0,0,1,False
86,1.648168683052063,2.252514123916626,0.0,2,2,True
87,1.165261149406433,2.300121545791626,0.0,2,1,False
88,1.0450456142425537,1.9959495067596436,0.0,2,1,False
89,1.0158990621566772,1.9958118200302124,0.0,1,1,False
90,1.8415535688400269,2.2248375415802,0.0,1,1,False
91,2.0307509899139404,2.4746665954589844,0.0,1,1,False
92,0.9905385375022888,1.9846088886260986,0.0,2,1,False
93,1.7820147275924683,2.3644356727600098,0.0,2,2,True
94,2.1117193698883057,2.7891130447387695,0.0,1,1,False
95,1.684859275817871,2.4399237632751465,0.0,1,1,False
96,1.4944437742233276,1.8421478271484375,0.0,2,1,False
97,0.6217167377471924,0.47562703490257263,0.0,0,2,True
98,1.3203821182250977,0.6955393552780151,0.0,0,1,False
99,2.1393563747406006,2.065033435821533,0.0,1,1,False
100,1.3060649633407593,0.281807005405426,0.0,0,1,False
101,2.186042308807373,2.425649404525757,0.0,1,1,False
102,0.980708658695221,0.5614269375801086,0.0,0,1,False
103,1.785980224609375,2.7075910568237305,0.0,1,1,False
104,1.221215844154358,0.18613842129707336,0.0,0,1,False
105,1.6479698419570923,2.072939872741699,0.0,1,1,False
106,1.053407073020935,0.5474557280540466,0.0,0,1,False
107,1.492806315422058,1.9256782531738281,0.0,1,1,False
108,1.5158648490905762,2.1919708251953125,0.0,1,1,False
109,0.9008992314338684,1.8126956224441528,0.0,2,1,False
110,1.448592185974121,2.4804701805114746,0.0,1,1,False
111,1.8244534730911255,2.50087308883667,0.0,1,1,False
112,1.7478264570236206,2.197770118713379,0.0,1,1,False
113,2.2023284435272217,2.303743362426758,0.0,1,1,False
114,1.5637154579162598,2.3824679851531982,0.0,1,1,False
115,1.354874610900879,2.2669904232025146,0.0,1,1,False
116,1.648103952407837,2.2711524963378906,0.0,1,1,False
117,1.278427004814148,0.1103849709033966,0.0,0,1,False
118,1.074427843093872,1.5237751007080078,0.0,2,1,False
119,1.6457613706588745,2.1074204444885254,0.0,2,2,True
120,1.8256034851074219,2.3044936656951904,0.0,1,1,False
121,2.0751638412475586,2.6456050872802734,0.0,1,1,False
122,0.8953074812889099,1.7301419973373413,0.0,2,1,False
123,1.2674345970153809,0.41440173983573914,0.0,0,1,False
124,1.106420874595642,0.3302186131477356,0.0,0,1,False
125,2.126948595046997,2.6553478240966797,0.0,1,1,False
126,1.0713516473770142,2.17336368560791,0.0,1,1,False
127,1.103162407875061,0.2760445177555084,0.0,0,1,False
128,0.7568299174308777,1.829543948173523,0.0,2,1,False
129,1.290995478630066,2.202772378921509,0.0,2,1,False
130,0.9098929762840271,1.8480780124664307,0.0,2,1,False
131,1.1535828113555908,0.5789716243743896,0.0,0,1,False
132,1.6326861381530762,1.9716717004776,0.0,1,1,False
133,1.6103752851486206,2.0763285160064697,0.0,2,2,True
134,1.1902310848236084,0.10254892706871033,0.0,0,1,False
135,2.214073419570923,2.3879640102386475,0.0,1,1,False
136,1.3887848854064941,1.643065094947815,0.0,2,1,False
137,1.1246634721755981,0.4696461856365204,0.0,0,1,False
138,1.1674561500549316,2.109093427658081,0.0,2,1,False
139,2.126948595046997,2.6553478240966797,0.0,1,1,False
140,2.113610029220581,2.50968337059021,0.0,1,1,False
141,0.9458364844322205,1.6867551803588867,0.0,2,1,False
142,0.7833607792854309,1.4916337728500366,0.0,2,1,False
143,1.885289192199707,2.2031943798065186,0.0,1,1,False
144,1.6659655570983887,2.5899758338928223,0.0,1,1,False
145,2.069157361984253,2.276689291000366,0.0,1,1,False
146,0.5780583024024963,1.5213693380355835,0.0,2,1,False
147,1.408326268196106,1.7856522798538208,0.0,2,1,False
148,0.9574647545814514,0.6759092807769775,0.0,0,1,False
149,2.274944305419922,2.537285804748535,0.0,1,1,False
150,1.3358778953552246,0.24620109796524048,0.0,0,1,False
151,0.780520498752594,1.862326741218567,0.0,2,1,False
152,1.0935262441635132,2.19240140914917,0.0,2,1,False
153,0.8157874941825867,1.7131061553955078,0.0,2,1,False
154,1.4376037120819092,2.252660036087036,0.0,1,1,False
155,0.832217276096344,0.3283977508544922,0.0,0,2,True
156,1.766930103302002,2.4493749141693115,0.0,1,1,False
157,1.8548846244812012,2.107126235961914,0.0,1,1,False
158,1.6474125385284424,1.8901771306991577,0.0,1,1,False
159,1.6446473598480225,2.3017499446868896,0.0,1,1,False
160,1.4334994554519653,2.1564016342163086,0.0,1,1,False
161,0.9017059803009033,0.6379659175872803,0.0,0,1,False
162,1.6958340406417847,2.417891025543213,0.0,1,1,False
163,1.503624439239502,2.002788543701172,0.0,2,1,False
164,1.2814736366271973,1.9298312664031982,0.0,1,1,False
165,1.1920092105865479,1.9901278018951416,0.0,1,1,False
166,1.698992371559143,2.265897274017334,0.0,1,1,False
167,1.0472376346588135,0.0,0.0,0,1,False
168,1.3470585346221924,0.4161089360713959,0.0,0,1,False
169,0.8233324885368347,2.146810531616211,0.0,2,1,False
170,1.0537422895431519,1.6951091289520264,0.0,2,1,False
171,1.3274648189544678,0.3169615566730499,0.0,0,1,False
172,0.7575904130935669,0.4666637182235718,0.0,0,2,True
173,1.6343392133712769,2.146214246749878,0.0,2,2,True
174,1.1299809217453003,2.052969455718994,0.0,2,1,False
175,1.188381314277649,2.2113869190216064,0.0,2,1,False
176,0.8856752514839172,1.9130663871765137,0.0,2,1,False
177,1.1688312292099,0.06739434599876404,0.0,0,1,False
178,1.1286863088607788,1.7499414682388306,0.0,2,1,False
179,0.8175851106643677,0.4844878911972046,0.0,0,2,True
180,0.7647878527641296,0.5866414308547974,0.0,0,2,True
181,1.4458388090133667,1.9441373348236084,0.0,2,1,False
182,1.1238200664520264,0.6674169301986694,0.0,0,1,False
183,0.7657729983329773,1.375708818435669,0.0,2,1,False
184,1.4159622192382812,1.9387723207473755,0.0,2,1,False
185,1.689556360244751,2.281507968902588,0.0,1,1,False
186,2.1202895641326904,2.3382492065429688,0.0,1,1,False
187,0.9383019804954529,1.689300537109375,0.0,2,1,False
188,1.5331618785858154,2.0712201595306396,0.0,1,1,False
189,0.8234279751777649,2.0583198070526123,0.0,2,1,False
190,0.6742179989814758,1.7269287109375,0.0,2,1,False
191,2.0155858993530273,2.6038882732391357,0.0,1,1,False
192,1.6878424882888794,2.2591938972473145,0.0,1,1,False
193,2.2461185455322266,2.761394500732422,0.0,1,1,False
194,1.1688312292099,0.06739434599876404,0.0,0,1,False
195,1.6381454467773438,2.4573898315429688,0.0,1,1,False
196,1.398390531539917,2.1086020469665527,0.0,1,1,False
197,0.8565064668655396,1.8139246702194214,0.0,2,1,False
198,2.1750500202178955,2.568244457244873,0.0,1,1,False
199,1.0710508823394775,1.9580374956130981,0.0,2,1,False
200,1.2212330102920532,0.3090740144252777,0.0,0,1,False
201,1.819405198097229,1.8857101202011108,0.0,1,1,False
202,1.2569916248321533,0.1904946267604828,0.0,0,1,False
203,2.0577821731567383,2.5570921897888184,0.0,1,1,False
204,1.212389588356018,0.3013383448123932,0.0,0,1,False
205,1.061553716659546,1.7242779731750488,0.0,2,1,False
206,1.5133693218231201,2.3999428749084473,0.0,2,1,False
207,1.3522580862045288,1.991783857345581,0.0,1,1,False
208,1.3437445163726807,2.200313091278076,0.0,2,1,False
209,1.4619024991989136,2.002304792404175,0.0,1,1,False
210,0.9921258091926575,1.705527663230896,0.0,2,1,False
211,1.805963397026062,2.1420044898986816,0.0,1,1,False
212,1.1526319980621338,1.1503242254257202,0.0,0,2,True
213,1.2281132936477661,0.13985726237297058,0.0,0,1,False
214,1.7944979667663574,2.6746034622192383,0.0,1,1,False
215,1.0649685859680176,1.787346601486206,0.0,2,1,False
216,1.2682182788848877,0.1292344331741333,0.0,0,1,False
217,1.1398597955703735,0.3090898394584656,0.0,0,1,False
218,0.8202416300773621,1.7043445110321045,0.0,2,1,False
219,1.6661560535430908,1.961275577545166,0.0,1,1,False
220,1.2501400709152222,0.005607813596725464,0.0,0,1,False
221,2.125911235809326,2.402296781539917,0.0,1,1,False
222,1.8568100929260254,2.251521587371826,0.0,1,1,False
223,1.7772026062011719,2.359743595123291,0.0,1,1,False
224,0.8022341728210449,0.38733601570129395,0.0,0,2,True
225,1.626430869102478,2.2035140991210938,0.0,1,1,False
226,1.881526231765747,2.373732566833496,0.0,1,1,False
227,1.795319676399231,2.2135391235351562,0.0,1,1,False
228,2.052433729171753,2.5284574031829834,0.0,1,1,False
229,1.1800473928451538,0.12203791737556458,0.0,0,1,False
230,0.8086578249931335,1.6620519161224365,0.0,2,1,False
231,0.9848020672798157,1.965928316116333,0.0,2,1,False
232,1.997033715248108,1.9021207094192505,0.0,1,1,False
233,0.8597554564476013,1.616115689277649,0.0,2,1,False
234,1.5717557668685913,2.3645589351654053,0.0,1,1,False
235,1.1339540481567383,2.182715654373169,0.0,2,1,False
236,1.508386254310608,1.9515044689178467,0.0,1,1,False
237,1.2639245986938477,0.028949201107025146,0.0,0,1,False
238,0.8577395081520081,1.8377296924591064,0.0,2,1,False
239,1.201512098312378,0.4580758512020111,0.0,0,1,False
240,1.2192871570587158,0.255057156085968,0.0,0,1,False
241,0.7571340203285217,1.3854848146438599,0.0,2,1,False
242,0.7306628823280334,1.8359839916229248,0.0,2,1,False
243,1.5502116680145264,2.017122507095337,0.0,1,1,False
244,1.4737181663513184,2.321899890899658,0.0,1,1,False
245,1.7716130018234253,2.1141698360443115,0.0,1,1,False
246,1.1695846319198608,0.010224461555480957,0.0,0,1,False
247,2.021803617477417,2.4183807373046875,0.0,1,1,False
248,1.151760458946228,0.017260760068893433,0.0,0,1,False
249,1.9730138778686523,2.486780881881714,0.0,1,1,False
250,1.3204827308654785,0.28252464532852173,0.0,0,1,False
251,1.646830439567566,2.2325730323791504,0.0,2,2,True
252,1.5900096893310547,2.537153959274292,0.0,1,1,False
253,1.2073861360549927,0.527780294418335,0.0,0,1,False
254,1.5071676969528198,2.1995255947113037,0.0,1,1,False
255,2.0279078483581543,2.1538259983062744,0.0,1,1,False
256,2.2791271209716797,2.5647521018981934,0.0,1,1,False
257,1.6810396909713745,2.065624237060547,0.0,1,1,False
258,0.8647527098655701,1.9459251165390015,0.0,2,1,False
259,1.021552562713623,0.2683330476284027,0.0,0,1,False
260,1.1979364156723022,0.41588497161865234,0.0,0,1,False
261,1.6346044540405273,2.2767443656921387,0.0,1,1,False
